[0.76,0,2.21,0.76,1.99,2.19,0.76,1.99,2.19]
[0.776,0,2.226,0.776,1.974,2.174,0.776,1.974,2.174]
[0.79656,0,2.24656,0.79656,1.95344,2.15344,0.79656,1.95344,2.17344]
[0.821487,0,2.27149,0.821487,1.92851,2.12851,0.821487,1.94851,2.18303]
[0.851393,0,2.28139,0.851393,1.89861,2.09861,0.851393,1.95458,2.20069]
[0.887664,0,2.2801,0.887664,1.86234,2.07234,0.887664,1.96991,2.22621]
[0.932714,0,2.26884,0.912714,1.81729,2.03695,0.912714,1.98472,2.25086]
[0.980598,0,2.26688,0.94934,1.7794,1.98934,0.93934,2.01046,2.28707]
[0.970598,0,2.27688,0.94934,1.7694,1.97934,0.94934,2.02046,2.29707]
[0.970598,0,2.27688,0.93934,1.7594,1.96934,0.94934,2.01046,2.29707]
[0.970598,0,2.27688,0.939869,1.75993,1.94987,0.94934,1.99099,2.28707]
[0.960598,0,2.27688,0.939869,1.76993,1.93987,0.94934,1.98099,2.27707]
[0.941222,0,2.26688,0.939869,1.78931,1.92049,0.94934,1.96162,2.2577]
[0.931239,0,2.24657,0.939869,1.81929,1.89051,0.94934,1.93163,2.23771]
[0.929912,0,2.22352,0.939869,1.86331,1.85649,0.94934,1.88762,2.21504]
[0.918256,0,2.19476,0.949869,1.92824,1.80404,0.94934,1.82269,2.18675]
[0.892256,0,2.15528,0.953596,2.02737,1.72203,0.94934,1.72355,2.14791]
[0.842995,0,2.09566,0.949225,2.18707,1.58821,0.93934,1.56386,2.08926]
[0.751171,0,1.98664,0.941964,2.44232,1.35592,0.93273,1.2986,1.98184]
[0.573398,0,1.77744,0.938697,2.89871,0.931502,0.920652,0.823944,1.79558]
[0.563398,0,1.77744,0.938697,2.88871,0.931502,0.910652,0.813944,1.79558]
[0.535309,0,1.77744,0.928697,2.86062,0.931502,0.902563,0.805856,1.79558]
[0.5,0,1.77744,0.9188,2.81473,0.931502,0.896469,0.799762,1.79558]
[0.5,0,1.77744,0.9288,2.82473,0.931502,0.906469,0.809762,1.79558]
[0.5,0,1.77744,0.9288,2.83473,0.931502,0.906469,0.809762,1.79558]
[0.5,0,1.77744,0.9288,2.86246,0.931502,0.906469,0.819762,1.79558]
[0.5,0,1.77744,0.9288,2.87246,0.931502,0.906469,0.819762,1.79558]
[0.5,0,1.77744,0.9288,2.88246,0.931502,0.906469,0.819762,1.79558]
[0.5,0,1.77744,0.9288,2.87746,0.926502,0.901469,0.814762,1.79058]
[0.5,0,1.77744,0.9288,2.88746,0.926502,0.901469,0.824762,1.79058]
[0.5,0,1.77744,0.9238,2.90525,0.921502,0.896469,0.832557,1.79058]
[0.5,0,1.77744,0.9138,2.91525,0.921502,0.896469,0.832557,1.79058]
[0.5,0,1.77744,0.9138,2.92525,0.921502,0.896469,0.832557,1.79058]
[0.5,0,1.77744,0.9188,2.92525,0.921502,0.896469,0.837557,1.79058]
[0.5,0,1.77744,0.9188,2.93525,0.921502,0.896469,0.837557,1.79058]
[0.5,0,1.77744,0.9188,2.93025,0.921502,0.896469,0.837557,1.79058]
[0.5,0,1.77744,0.9163,2.93025,0.921502,0.896469,0.835057,1.79058]
[0.5,0,1.77744,0.9163,2.93025,0.919002,0.893969,0.832557,1.79058]
[0.5,0,1.77744,0.9163,2.94025,0.919002,0.893969,0.832557,1.79058]
[0.5,0,1.77744,0.9113,2.94025,0.919002,0.893969,0.837557,1.79058]
[0.5,0,1.77744,0.9113,2.94525,0.919002,0.893969,0.837557,1.79058]
[0.5,0,1.77744,0.9138,2.94525,0.919002,0.893969,0.837557,1.79058]
[0.5,0,1.77744,0.9138,2.94525,0.919002,0.892719,0.836307,1.78933]
[0.5,0,1.77744,0.9138,2.94525,0.919002,0.892719,0.846307,1.78933]
[0.5,0,1.77744,0.9138,2.94525,0.919002,0.892719,0.841307,1.78933]
[0.5,0,1.77744,0.9138,2.94525,0.919002,0.895219,0.841307,1.78933]
[0.5,0,1.77744,0.9138,2.944,0.919002,0.893969,0.841307,1.78933]
[0.5,0,1.77744,0.913175,2.944,0.918377,0.893344,0.840682,1.7887]
[0.5,0,1.77744,0.913175,2.9465,0.918377,0.893344,0.843182,1.7887]
[0.5,0,1.77744,0.911925,2.94703,0.918377,0.893344,0.84371,1.7887]
[0.5,0,1.77744,0.911925,2.94766,0.917752,0.892719,0.843085,1.7887]
[0.5,0,1.77744,0.911925,2.95279,0.917621,0.892588,0.842954,1.7887]
[0.5,0,1.77744,0.911925,2.95029,0.917621,0.892588,0.842954,1.7887]
[0.5,0,1.77744,0.910675,2.95154,0.917621,0.892588,0.844204,1.7887]
[0.5,0,1.77744,0.910675,2.95216,0.916996,0.891963,0.843579,1.78808]
[0.5,0,1.77744,0.910675,2.95216,0.916996,0.891963,0.846079,1.78808]
[0.5,0,1.77744,0.910675,2.95716,0.916996,0.891963,0.846079,1.78808]
[0.5,0,1.77744,0.910675,2.95466,0.916996,0.891963,0.846079,1.78808]
[0.5,0,1.77744,0.909425,2.95466,0.916996,0.891963,0.846079,1.78808]
[0.5,0,1.77744,0.91005,2.95466,0.916996,0.891963,0.846079,1.78808]
[0.5,0,1.77775,0.909737,2.95498,0.916996,0.891963,0.846391,1.78808]
[0.5,0,1.77775,0.909737,2.95623,0.916996,0.891963,0.847641,1.78808]
