[0.01,0]
[0.0335,0]
[0.081186,0]
[0.17667,0.0535938]
[0.371952,0.110561]
[0.33092,0.110561]
[0.348872,0.128512]
[0.398989,0.147214]
[0.398989,0.160959]
[0.411015,0.172985]
[0.444341,0.20631]
[0.503929,0.247483]
[0.503929,0.25554]
[0.510979,0.26259]
[0.525683,0.277294]
[0.552626,0.304237]
[0.600391,0.361447]
[0.702854,0.500701]
[0.710086,0.500701]
[0.710086,0.507029]
[0.715622,0.512566]
[0.726099,0.527887]
[0.752206,0.565086]
[0.820823,0.671852]
[0.820823,0.675097]
[0.823663,0.677937]
[0.824284,0.678558]
[0.825803,0.681164]
[0.830291,0.689818]
[0.848017,0.719119]
[0.921841,0.848883]
[0.921841,0.850157]
[0.922399,0.850715]
[0.922643,0.850959]
[0.923147,0.852317]
[0.923521,0.852691]
[0.924421,0.854244]
[0.928948,0.863205]
[0.958517,0.917765]
[0.958517,0.919517]
[0.959283,0.920283]
[0.959451,0.920451]
[0.959451,0.920597]
[0.959707,0.920854]
[0.959707,0.921079]
[0.959904,0.921275]
[0.959904,0.921447]
[0.960054,0.921598]
[0.96022,0.922027]
[0.961255,0.923971]
[0.965579,0.932499]
[0.987443,0.974914]
[0.987443,0.975068]
[0.987511,0.975135]
[0.987511,0.975195]
[0.987562,0.975246]
[0.987562,0.975292]
[0.987602,0.975331]
[0.987661,0.97546]
[0.987956,0.976027]
[0.989358,0.978832]
[0.997433,0.994807]
[0.997433,0.994889]
[0.997451,0.994906]
[0.997458,0.994914]
[0.997458,0.994928]
[0.99747,0.99494]
[0.99747,0.99495]
[0.997479,0.994959]
[0.997494,0.994989]
[0.997566,0.995126]
[0.997894,0.995792]
[0.999873,0.999727]
[0.999873,0.999764]
[0.999873,0.999731]
[0.999873,0.999746]
[0.999873,0.999746]
[0.999873,0.999747]
[0.999874,0.999748]
[0.999874,0.999748]
[0.999875,0.999749]
[0.999875,0.99975]
[0.999878,0.999756]
[0.999892,0.999783]
[0.999966,0.999932]
[0.999966,0.999932]
[0.999966,0.999932]
[0.999966,0.999932]
[0.999966,0.999932]
[0.999966,0.999933]
[0.999966,0.999933]
[0.999966,0.999933]
[0.999967,0.999933]
[0.999967,0.999935]
[0.999971,0.999941]
[0.99999,0.99998]
[0.99999,0.99998]
[0.99999,0.99998]
[0.99999,0.99998]
[0.99999,0.99998]
[0.99999,0.99998]
[0.99999,0.99998]
[0.999991,0.999981]
[0.999993,0.999986]
[0.999993,0.999986]
[0.999993,0.999986]
[0.999993,0.999986]
[0.999993,0.999986]
[0.999993,0.999986]
[0.999993,0.999986]
[0.999993,0.999987]
[0.999993,0.999987]
[0.999993,0.999987]
[0.999993,0.999987]
[0.999994,0.999988]
[0.999996,0.999993]
[0.999996,0.999993]
[0.999996,0.999993]
[0.999996,0.999993]
[0.999996,0.999993]
[0.999996,0.999993]
[0.999996,0.999993]
[0.999996,0.999993]
[0.999996,0.999993]
[0.999997,0.999993]
[0.999997,0.999993]
[0.999997,0.999993]
[0.999997,0.999993]
[0.999997,0.999993]
[0.999997,0.999994]
[0.999998,0.999996]
[0.999998,0.999996]
[0.999998,0.999996]
[0.999998,0.999996]
[0.999998,0.999996]
[0.999998,0.999996]
[0.999998,0.999996]
[0.999998,0.999996]
[0.999998,0.999996]
[0.999998,0.999996]
[0.999998,0.999996]
[0.999998,0.999996]
[0.999998,0.999996]
[0.999998,0.999996]
[0.999998,0.999996]
[0.999998,0.999996]
[0.999998,0.999996]
[0.999998,0.999996]
[0.999999,0.999997]
[1,1]
[1,1]
[1,1]
[1,1]
[1,1]
